txn_date,industry,segment,geo_type,geo_name,nation_name,boundary_name,Transaction Amount,Transaction Count,Account Count,Average Ticket,Average Frequency,Average Spend Amount,Year-on-Year Transaction Amount,Year-on-Year Transaction Count
2/2/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,42.58,62.05,64.1,29.64,98.54,29.29,-14.75,18.06
2/3/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,61.66,79.35,82.19,35.98,98.44,35.6,33.22,33.07
2/4/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,82.61,88.34,86.93,43.02,103.57,44.75,9.32,23.78
2/5/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,33.91,76.62,76,19.11,102.62,19.67,-64.79,-16.44
2/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,34.38,38.31,40.02,38.76,97.45,37.89,-33.83,-23.49
2/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,38.64,52.51,53.69,32.34,99.53,32.24,-4.7,19.41
2/8/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,44.27,55.46,57.49,35.24,98.28,34.8,-39.62,-24.51
2/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,54.48,69.86,71.66,35.19,99.41,35.19,-15.45,-13.33
2/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,59.48,46.09,46.88,55.73,100.08,55.94,8.12,-24.21
2/11/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,85.54,91.02,92.99,42,99.86,42.2,-27.48,-4.08
2/12/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,54.76,89.03,87.31,26.56,103.8,27.66,-61.39,-20.55
2/13/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,43.48,47.93,49.11,41.47,99.22,41.18,-35.19,-36.4
2/14/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,53,61.53,63.58,37.22,98.53,36.73,-34.24,-2.16
2/15/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,65.16,74.09,77.61,39.04,97.24,38.11,24.29,30.65
2/16/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,74.14,77.42,79,42.25,99.72,42.22,44.4,29.42
2/17/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,103.4,101.76,102.77,45.39,100.75,45.84,50.36,21.84
2/18/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,78.3,54.05,55.17,62.57,99.72,62.59,-26.53,-44.71
2/19/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,56.87,74.59,76.32,32.93,99.48,32.86,-53.08,-23.38
2/20/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,29.23,45.4,45.83,27.8,100.85,28.12,-75.9,-57.33
2/21/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,65.69,60.63,61.92,47.46,99.58,47.38,-32.05,-38.9
2/22/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,54.21,53.32,54.03,43.93,100.46,44.27,12.14,18.9
2/23/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,55.07,52.32,52.5,45.21,101.64,45.78,-4.86,-27.63
2/24/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,67.64,59.35,61.54,49.45,98.21,48.74,26.38,-4.35
2/25/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,78.97,81.87,82.92,42.64,100.77,43.22,-15.52,-16.94
2/26/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,52.97,70.7,73.16,32.36,98.37,31.92,-55.08,-40.24
2/27/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,68.61,73.57,73.55,42.15,101.42,42.67,17.24,10.66
2/28/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,71.27,77.31,79.94,39.81,98.45,39.31,110.08,72.16
3/1/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,78.15,75.22,76.08,45.59,100.62,45.97,26.74,12.63
3/2/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,73.69,90.59,89.51,36.35,102.76,37.38,6.87,15.42
3/3/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,97.18,106.89,108.06,41.66,100.62,42,4.11,24.6
3/4/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,97.48,86.65,84.64,50.31,104.32,52.71,-51.05,-37
3/5/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,60.13,73.16,75.09,35.5,99.18,35.32,-44.42,-40.41
3/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,32.17,38.03,39.47,37.82,98.24,37.37,-44.8,-51.18
3/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,43.49,52.65,53.41,36.02,100.29,36.22,-63.06,-22.4
3/8/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,48.13,58.27,60.19,35.95,98.6,35.61,-54.7,-14.47
3/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,47.79,57.92,57.1,36.64,103.22,37.89,-69.5,-50.19
3/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,77.96,73.21,76.14,46.97,97.94,46.19,-61.78,-34.26
3/11/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,73.73,58.18,57.76,55.03,102.49,56.57,-68.36,-57.19
3/12/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,51.36,89.03,89.56,24.91,101.2,25.29,-79.53,-52.67
3/13/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,41.78,48.41,50.32,37.66,97.99,37.06,-44.11,-49.97
3/14/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,65.25,72.32,75,40.3,98.28,39.8,-33.2,27.14
3/15/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,85.23,66.25,67.95,55.01,99.21,54.81,-40.44,-40.01
3/16/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,92.85,83.45,85.09,49.06,99.78,49.05,-64.41,-41.21
3/17/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,82.2,82.68,84.27,43.96,99.87,44.03,-60.89,-43.31
3/18/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,83.07,87.61,86.01,42.21,103.51,43.72,-29.7,-10.59
3/19/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,50.93,78.78,79.35,27.92,101.08,28.3,-19.09,18.54
3/20/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,59.45,67.74,69.62,38.59,99.27,38.57,-35.73,-41
3/21/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,66.21,61.58,63.14,46.3,99.26,46.14,-22.41,-17.85
3/22/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,94.88,78.52,79.28,52.16,100.82,52.76,5.25,-0.52
3/23/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,93.11,82.61,84.27,49.65,99.96,49.87,-23.32,-12.91
3/24/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,86.86,86.98,88.07,44.02,100.44,44.25,-51.1,-34.71
3/25/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,93.49,92.81,90.77,45.29,104,47.19,-70.17,-52
3/26/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,60.69,93.27,96.33,28.1,98.56,27.78,-66.19,-39.79
3/28/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,42.75,55.17,56.27,33.72,99.79,33.68,-62.06,-39.66
3/29/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,58.79,58.09,59.93,43.73,98.66,43.27,-68.38,-43.25
3/30/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,97.03,93.31,95.51,46.45,99.45,46.33,-39.9,-22.88
3/31/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 31,77.65,77.77,80.61,43.99,98.33,43.43,-59.65,-40.1
1/1/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,172.02,107.71,104.46,64.03,111.05,69.56,276.42,153.03
1/2/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,89.05,41.25,41.99,87,101.43,89.15,32.84,-14.45
1/3/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,80.53,66.15,69.05,51.53,97.82,50.44,91.5,88.81
1/4/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,110.16,70.75,69.26,67.53,104.66,74.29,155.49,97.16
1/5/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,144.26,78.87,78.09,76.36,103.76,82.67,239.71,116.72
1/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,154.85,109.48,111.96,61.57,98.89,61.17,156.08,145.82
1/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,149.19,118.84,122.04,50.29,99.19,49.92,71.8,127.52
1/8/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,196.71,117.89,110.1,71.07,112.72,82.48,123.64,99.53
1/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,65.63,40.37,40.89,81.38,100.32,81.6,67.81,-10.88
1/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,59.61,50.64,52.24,56.91,98.23,55.94,132.75,43.42
1/11/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,76.6,61.77,62.27,56.93,101.68,58.64,11.42,21.35
1/12/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,126.95,66.46,66.97,94.13,102.6,100.08,149.41,12.06
1/13/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,84.53,72.76,73.41,51.55,100.85,52.32,64.38,58.4
1/14/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,99.61,94.77,87.24,49.45,109.3,54.21,6.75,32.2
1/15/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,104.39,77.78,73.81,66.61,107.71,72.83,-8.25,-20.92
1/16/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,68.47,48.49,49.74,66.07,100.35,66.27,18.61,-3.27
1/17/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,89.25,70.14,71.18,53.68,101,54.85,188.45,114.96
1/18/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,89.61,75.49,74.72,49.45,103.61,51.3,176.29,111.47
1/19/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,167.75,100.83,101.81,71.94,101.87,74.84,309.56,119.39
1/20/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,194.02,117.05,111.02,68.17,108.12,77.6,145.1,86.5
1/21/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,159.52,126.57,118.48,55.13,109.06,61.25,25.01,51.64
1/22/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,132.53,90.06,85.89,61.47,106.19,64.05,3.48,-12.24
1/23/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,65.11,52.48,52.9,51.35,100.06,51.88,89.11,10.46
1/24/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,88.32,63.72,65.27,66.78,99.3,67.02,25.61,23.35
1/25/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,164.09,99.87,100.48,70.34,101.02,72.1,201.64,99.01
1/26/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,195.31,90.54,89.52,90.49,102.7,96.03,204.43,70.25
1/27/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,94.27,85.91,86.07,52.71,101.85,54.79,14.83,28.35
1/28/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,158.65,120,116.09,59.52,104.89,62.64,52.58,40.08
1/29/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,252.65,125.72,126.65,87.27,102.65,90.1,90.54,46.51
1/30/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,66.08,45.91,46.88,55.42,99.08,56,28.24,-22.19
1/31/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,52.41,54.04,54.62,43.79,102.51,44.74,57.27,47.14
2/1/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,49.6,60.24,61.19,39.92,100.52,40.09,37.93,45.12
2/2/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,78.27,69.18,67.37,51.33,104.84,53.4,35.37,43.5
2/3/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,105.72,86.13,86.9,56.43,100.84,57.26,100.76,47.56
2/4/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,141.26,117.8,106.81,54.75,111.3,62.42,54.39,70
2/5/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,86.19,83.4,76.94,50.34,110.71,56.13,-13.71,1.43
2/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,64.72,47.39,46.41,57.54,104.15,60.23,0.06,-16.62
2/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,56.71,57.64,59.59,44.44,98.66,43.93,61.98,30.51
2/8/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,63.76,64,65.05,43.13,99.62,43.05,-33.36,-8.14
2/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,84.53,78.24,78.74,44.15,102.16,45.21,2.5,-4.18
2/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,188.88,99.14,98.77,77.05,103.02,79.31,171.88,53.81
2/11/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,171.64,136.71,131.21,55.04,105.34,58.04,14.31,34.64
2/12/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,159.09,116.27,111.11,53.8,108.54,57.86,1.23,2.5
2/13/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,50.32,45.63,46.03,49.58,100.65,50.09,-50.24,-36.93
2/14/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,69.12,63.64,66.08,46.72,98.46,46.02,5.34,5.91
2/15/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,138.89,98.07,102.47,56.54,97.6,55.46,154.48,89.04
2/16/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,173.69,106.66,107.08,68.53,102.07,71.27,134.03,85.5
2/17/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,233.45,143.34,142.66,61.94,103.04,63.83,199.9,85
2/18/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,231.65,153.54,149.58,65.24,103.11,66.65,89.96,64
2/19/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,190.38,118.98,112.62,60.78,108.91,65.61,28.27,12.61
2/20/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,99.47,61.6,63.01,58.82,99.97,58.88,-30.89,-45.36
2/21/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,142.27,83.5,84.56,77.53,101.64,80.69,14.09,4.24
2/22/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,130.81,81.2,78.96,60.81,105.78,65.33,107.2,63.83
2/23/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,96.93,66.95,67.36,59.15,102.09,60.5,7.58,-1.39
2/24/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,131.6,77.18,78.4,73.56,99.36,73.36,137.29,22.76
2/25/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,122.38,109.07,102.21,53.58,107.04,57.35,19.61,14.13
2/26/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,178.77,107.09,105.04,66.38,103.87,68.68,35.57,-5.88
2/27/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,147.62,88.34,88.59,78.64,103.19,84.93,25.42,20.75
2/28/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,233.86,113.94,109.46,81.93,107.17,91.36,373.15,176.84
3/1/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,179.69,100.96,98.83,70.64,104.8,75.9,191.03,78.17
3/2/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,103.67,91.98,88.01,47.37,106.27,52.58,55.98,29.97
3/3/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,211.62,141.33,139.02,61.31,104.18,64.22,242.1,101.84
3/4/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,231.11,138.82,125.61,72.74,111.7,82.19,98.33,39.03
3/5/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,235.14,117.96,108.43,79.09,113.34,92.46,127.57,6.57
3/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,60.21,43.58,44.17,65.92,99.63,65.66,-6.45,-38.83
3/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,63.37,62.3,63.11,46.12,101.65,47.14,12.2,21.71
3/8/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,85.63,72.47,71.51,52.91,102.48,54.42,19.61,7.64
3/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,86.21,74.73,70.83,45.41,110.09,49.96,-36.06,-13.94
3/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,138.7,89.15,91.18,61.17,100.02,61.22,-6.15,10.2
3/11/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,138.68,101.74,95.26,66.08,108.77,73.85,-12.52,-3.26
3/12/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,154.62,89.97,89.8,78.82,103.13,83.45,1.74,-31.5
3/13/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,77.28,66.57,68.55,51.81,98.91,51.54,-9.53,-24.82
3/14/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,148.71,98.16,99.33,69.11,100.95,69.65,90.47,93.31
3/15/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,192.18,102.97,102.75,77.96,101.83,80.39,45.92,12.08
3/16/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,227.68,112.7,114.3,83.58,101.65,87.53,40.03,12.57
3/17/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,202.1,134.53,134.83,55.97,101.08,56.58,28.33,13.67
3/18/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,166.19,117.32,113.17,68.71,105.74,71.94,19.12,15.7
3/19/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,167.52,112.9,110.73,58.36,104.35,60.97,76.9,38.22
3/20/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,146.68,81.35,82.56,89.24,99.39,88.85,170.43,17.69
3/21/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,139.01,89.46,88.17,65.12,103.1,68.86,139.44,38.43
3/22/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,138.51,101.04,103.95,57.35,99.19,56.9,114.58,42.02
3/23/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,211.05,115.76,111.26,75.91,105.18,81.83,129.84,40.02
3/24/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,178.63,118,118.28,55.63,102.19,56.69,45.19,11.29
3/25/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,188.66,142.57,133.17,62.11,107.98,67.49,1.81,5.97
3/26/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,258.75,169.25,164.09,52.41,104.99,54.79,114.87,54.22
3/27/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,113.48,56.1,56.12,115.55,103.03,121.66,8.29,-33.09
3/28/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,78.28,65.56,67.01,52.65,100.37,53.41,-8.22,-2.66
3/29/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,111.43,78.39,78.2,59.06,104.09,62.96,-4.44,-8.79
3/30/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,198.01,117.73,117.78,70.66,103.28,75.7,53.33,16.37
3/31/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 32,137.19,86.8,87.99,70.87,100.07,72.07,-11.57,-26.86
1/1/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,38.67,40.83,42.33,43.54,98.51,43.11,46.64,46.53
1/2/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,45.41,37.23,38.91,50.52,97.28,49.34,73.98,7.45
1/3/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,158.2,98.31,100,78.22,99.67,77.66,536.33,229.89
1/4/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,70.01,109.63,112.3,30.14,99.4,30.12,32.44,150
1/5/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,174.74,121.75,124.56,59.03,99.3,58.93,66.93,152.8
1/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,135.49,122.74,126.22,51.63,98.89,51.12,44.55,130.07
1/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,70.69,62.02,63.68,50.77,100.09,50.92,-15.31,-6.6
1/8/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,44.42,49.9,51.89,35.18,98.11,34.62,-24.79,-0.35
1/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,66.11,104.37,108.23,31.18,98.21,30.75,154.84,162.94
1/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,114.5,131.73,136.05,46.78,98.47,46.22,15.41,128.73
1/11/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,101.04,134.9,139.01,33.72,98.82,33.51,39.2,110.98
1/12/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,112.38,143.11,145.93,35.95,99.73,35.91,18.53,109.37
1/13/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,159.82,136.84,141.24,52.74,98.9,52.57,261.64,151.89
1/14/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,92.25,70.6,72.36,61.2,99.64,61.13,-12.76,-11.54
1/15/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,38.14,43.95,45.34,35.87,98.76,35.54,-52.53,-46.09
1/16/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,71.58,105.64,109.05,32.45,98.46,32.03,126.79,160.81
1/17/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,83,124.88,128.23,32.06,99.05,31.84,36.76,142.79
1/18/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,126.38,140.24,144.75,41.04,98.54,40.56,29.97,159.96
1/19/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,91.08,145.97,148.47,28.48,99.89,28.58,94.61,128.54
1/20/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,141.05,135.81,140.3,48.33,98.65,47.9,15.36,68.08
1/21/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,71.18,63.41,64.28,49.02,101.23,49.62,-59.05,-25.36
1/22/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,34.43,36.26,37.37,39.16,99.21,38.96,-69.02,-60.16
1/23/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,105.49,113.36,116.69,41.56,98.84,41.29,174.96,156.01
1/24/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,98.56,123.16,126.13,40.27,99.57,40.4,40.37,110.13
1/25/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,213.65,139.98,144.3,77.13,98.98,76.77,191.86,110.84
1/26/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,156.08,148.43,152.7,48.27,99.1,48.03,75.2,99.41
1/27/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,123.3,123.23,128.23,50.22,97.92,49.3,-38.92,54.26
1/28/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,87.62,65.68,67.16,59.81,100.45,60.23,-59.64,-36.32
1/29/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,45.95,44.7,46.29,41.86,98.48,41.39,-44.21,-47.24
1/30/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,147.32,106.83,111.05,69.79,97.86,68.47,289.07,116.73
1/31/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,154.58,148.61,153.93,49.46,98.68,49.12,58.44,138.88
2/1/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,172.99,106.03,109.9,74.07,98.29,73.01,245.17,52.34
2/2/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,140.57,126.83,131.64,48.95,98.14,48.17,-11.69,54.59
2/3/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,87.75,111.11,112.71,37.25,100.43,37.49,-10.7,39.32
2/4/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,66.79,60.66,60.27,46.6,103.86,47.99,-40.05,-41.05
2/5/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,59.72,40.68,41.67,75.58,100.35,76.7,-42.28,-42.56
2/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,61.29,97.74,101.66,29.56,98.01,29.1,59.29,109.02
2/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,101.07,112.48,115.93,40.28,99.11,40.25,56.83,40.01
2/8/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,206.96,140.53,141.99,69.12,101.03,70.72,113.9,35.45
2/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,106.1,123.01,126.77,40.71,98.99,40.48,-20.62,1.68
2/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,151.9,145.46,150.36,47.06,98.44,46.43,28.12,43.19
2/11/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,110,70.25,71.41,67.89,101.73,69.22,-49.25,-52.51
2/12/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,44.97,41.88,43.45,45.87,98.26,45.26,-54.28,-51.09
2/13/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 4,63.16,91.14,94.5,31.65,98.19,31.17,49.85,66.82
